CIP1,CIP2,CIP3,LIBELLE,CESSION,PUBLIC,CODTVA
9002963,9100001630761,,ODYMOL 1% INJ 100ML B/1,1427,1910,0
2255939,9100000664691,,OFLOCINE PERF S.INJ 200MG/100M,3270,4385,0
8114045,3000000689417,8084048.0,OFLOMAC 200MG INJ FL/100ML,3150,4220,0
2031022,9100006322751,2031022.0,OFRAMAX 1G INJ B/1,2194,2940,0
1648091,3000000846834,,OLVER 1G PDRE SOL INJ F/25ML,7771,10420,0
1648101,3000000846841,3000000846841.0,OLVER 500MG SOL PDR INJ F/25ML,5198,6970,0
1833771,9100001833771,,OMITAX 1G INJ B/1,2147,2880,0
3460110,3400934601101,3400933349776.0,OMNIPAQUE 350 INJ FL/50ML,13951,18705,0
8116676,3990000000179,,ONECEF SB 1.5G IM/IV AMP/1,1420,1900,0
8140203,3000000192887,3000000192887.0,ONECEF 1G INJ AMP 10ML B/1,657,880,0
1267281,9100001267281,,ORIPEN 1G INJ B/1,6898,9250,0
8170351,9100001036361,,OSICORT RETARD 40MG INJ B/1,1525,2045,0
2170947,3400921709476,,OVITRELLE 250MCG STYLO/1,17366,23285,0
1836141,9100001836141,,OXALYRA 100MG/20ML B/1,9315,12490,0
1836151,9100001836151,,OXALYRA 50MG/10ML B/1,4787,6420,0
9001225,9100000516651,,OXAPEN 1G IM/IV B/1,1098,1470,0
8425503,3000000428580,,OXYTROY 5UI/ML SOL INJ AMP B/3,1251,1680,0
1882651,9100001882651,,PADOLF PERF 1G/100ML,726,975,0
1539511,3990000010543,,PALSUNATE 120MG PDRE INJ FL B1,1798,2410,0
1349451,9100001349451,,PALUFON 120MG IV/IM INJ B/1,897,1205,0
1349461,9100001349461,,PALUFON 60MG IV/IM INJ B/1,692,930,0
8585320,9100001154821,,PALUVA 80MG INJ B/6,2434,3265,0
1733881,9100001733881,,PANAF PREMIUM INJ FL/1,43391,58185,0
1298362,9100001298362,,PANDOM 40MG INJ B/1,2073,2780,0
8142739,3990000009417,,PANTOPRAZOLE FRI 40MG INJ B/1,1970,2640,0
1610961,9100001610961,,PARA 1G INJ B/1 KPHARM,806,1080,0
1743001,3000000834626,3000000834626.0,PARA-COTEC 10MG/ML S.INJ 100ML,1016,1360,0
5800780,3400958007804,,PARACETAMOL KABI 1000-100 /10,14365,19260,0
1230771,9100001230771,,PARACETAMOL KABI 1000-100 B/1,1437,1930,0
1756421,9100001756421,,PARACETAMOL 1G INJ /100ML CAMP,863,1155,0
1203751,9100001203751,,PARACONICA 1000MG IV PERF F/1,1399,1875,0
1154911,3401581746795,3000000418833.0,PARACONICA 1000MG IV PERF F/10,13949,18705,0
8178329,4250991602486,,PARAFUSIV IV 10MG/ML 100ML /10,10960,14695,0
8155529,3990000000735,,PARAVEN SAH 10ML/ML P/100ML,1205,1615,0
1659411,9100001659411,,PENTEX 1G/100ML INJ B/1,1502,2010,0
1711911,9100001711911,,PERFADIS 1G SOL PERF FL/1,1137,1525,0
1585471,9100001585471,,PHARMACINON 5UI/ML INJ B/10,2967,3980,0
1585461,9100001585461,,PHARMACINON 5UI/ML INJ B/3,1270,1700,0
1632571,9100001632571,,PHARMAKION 10MG/ML AMP B/3,1757,2355,0
8110449,9100000852341,3000000072561.0,PHARMALGAN 1G INJ FL/100ML,1296,1735,0
3082240,3400930822401,,"PHENERGAN 2,5% AMP INJ 2ML B/5",1906,2555,0
1593501,3400930001127,,PHENYLEPHRINE AGT 50MCG B/10,8817,11820,0
1310971,3990000006362,,PHLOROGLUCINOL INJ 40MG AMP4ML,1713,2295,0
1512131,3000000658703,,"PIPRATAZ 4,5G S.INJ/SOLV 30ML",6905,9260,0
8180622,3000000302125,,PIPTAZONE 4G/500MG S.INJ B/1,3857,5170,0
2484636,9100001876981,,PIROJET 10MG SOL INJ FL/100ML,1091,1460,0
2299641,9100000380251,2299641.0,PIROXEN 20MG AMP INJ 1ML B/2,855,1145,0
1230781,9100001230781,,PLASMION 500ML POCH B/1,6060,8125,0
5793873,3400957938734,,PLASMION 500ML POCH B/20 FREEF,121189,162520,0
3084925,3400930849255,,POLARAMINE AMP INJ 1ML B/5,10355,13885,0
1558571,3990000012097,,POLYMX E 1000000UI INJ FL B/1,9434,12650,0
5665419,3400956654192,,POTASSIUM CHL 10% 10ML AGT /50,10328,13850,0
2031476,9100000012021,,POTENCIATOR 5G AMP BUV B/20,3675,4925,0
1629481,9100001629481,,PREMI TAT 1500UI LYOP INJ/5,8570,11490,0
3990115,3400939901152,,"PREVENAR 13 VACC 0,5ML SER/1",49409,66260,0
1309341,3990000007079,,"PRIMIGYN GEL 0,5MG SER B/1",5480,7350,0
3086166,3400930861660,,PRIMPERAN 10MG INJ 2ML B/12,3738,5010,0
3513734,3400935137340,,"PRIORIX INJ FL+SER 0,5ML+2 AIG",9808,13150,0
8102728,9100000781331,,PROKEFEN 100MG IM/IV+SOLV B/1,594,795,0
5609993,3400956099931,,PROPOFOL FRES 1% AMP B/5,7905,10600,0
1354091,3000000557457,,PUBERGEN HP 5000UI PDR+S/1+1,5807,7785,0
8178341,9100001162241,,RABELOC 20MG INJ B/1,3013,4040,0
1425341,3000000620588,,RAPINATE 120MG IM/IV INJ F/1,1638,2195,0
8156954,3000000317112,3000000317112.0,RBC 100MG/5ML IV S.INJ 5ML B/5,8538,11450,0
1609541,9100001609541,,RELIGRAST 300MG INJ PFS B/1,4170,5590,0
994861,9100000994861,,REPOITIN 2000 IU PFS B/1,8208,11005,0
1013571,9100001013571,,REPOITIN 4000UI PFS B/1,10101,13545,0
3357317,3700027699283,,REVITALOSE AMP BUV B/10X2 NF,3485,4670,0
8107430,3990000003774,,RHOCLONE 300MCG PDR+S 2MLAMP/1,18808,25220,0
1756491,9100001756491,,RINGER LACATATE FL/500ML  CAMP,521,700,0
3203092,3400932030927,,RINGER LACT ISO AGT FLV/500ML,685,920,0
1761601,9100001761601,,RINGER LACTA 0.9% 500ML BBRAUN,692,930,0
1097041,9100001097041,,RINGER LACTATE FL/500ML SPC,600,805,0
1298371,9100001298371,,RINGER LACTATE FL/500ML VICT,334,450,0
1711931,9100001711931,,RINGER LACTATE 500ML SOL FL/1,578,775,0
8149210,9100001008211,,RIPAXIL 750MG INJ B/1,2026,2715,0
3267525,3400932675258,,ROCEPHINE 1G AMP IM B/1,5555,7450,0
3267488,3400932674886,,ROCEPHINE 1G AMP IV B/1,5565,7460,0
3092356,3400930923566,,ROCMALINE AMP BUV 10ML B/20,3617,4850,0
8141444,4035459233606,,RUNN-P CP B/10,1483,1985,0
1670941,3000000948200,,SEDALAM 5MG/5ML INJ B/10,9395,12595,0
8012043,9100000727131,8012043.0,SERGIFEX 1G SER INJ B/1,925,1240,0
8168360,3990000004832,,SERUM EQUIRAB INJ IM 5ML F/1,6866,9205,0
8425302,9100000970781,,SETRONAX AMP INJ 8MG/4ML B/5,12875,17265,0
1782511,9100001782511,,SODIUM CHL 0.9% FL/500ML NHP,521,700,0
1585071,9100001585071,,"SODIUM CHL 0,9% /1000ML SIPP",1195,1605,0
2293621,9100008364041,,"SODIUM CHL 0,9% /500ML SIPP",658,880,0
1298381,9100001298381,,"SODIUM CHL 0,9% /500ML VICT",334,450,0
2262767,9100008363651,,"SODIUM CHL 0,9% FL/250ML SIPP",572,765,0
1097011,9100001097011,,"SODIUM CHL 0,9% 500ML  SPC",600,805,0
3669519,3400936695191,,SODIUM CHL 10% AGT 10ML APP/50,12013,16110,0
1826041,9100001826041,,"SODIUM CHLORURE 0,9% /500ML 3N",475,635,0
8098234,9100000718591,,SODROL 40MG INJ IM/IV B/1,1051,1405,0
8399243,9100000753881,8063833.0,SOLCER 40MG INJ B/1,2492,3340,0
3155281,3400931552819,3155281.0,SOLUMEDROL 120MG INJ+SOLV F/1,2825,3785,0
8427841,9100008427841,,SOLUMEDROL 40MG INJ+SOLV F/1,1210,1620,0
1826031,9100001826031,,SOLUTE MIXTE FL/500ML       3N,492,660,0
1756551,9100001756551,,SOLUTE MIXTE FL/500ML     CAMP,578,775,0
8441781,9100008441781,,SOLUTE MIXTE PLANTECAM /250ML,578,775,0
8441801,9100008441801,,SOLUTE MIXTE PLANTECAM /500ML,658,880,0
1756531,9100001756531,,SOLUTE SALE 0.9% FL/500ML CAMP,521,700,0
2299977,9100000524291,2299977.0,SOMAZINA 1G AMP INJ B/5,15384,20630,0
2031507,9100000122251,2031507.0,SOMAZINA 500MG AMP INJ B/5,11778,15795,0
1045821,3000000263037,,SOTAMOX 1000/200MG INJ IV B/1,1795,2405,0
3098583,3400930985830,,SPASFON AMP INJ 4ML B/6,2132,2860,0
3292635,3400932926350,,SPASMAG AMP BUV 5ML B/30,4060,5445,0
8131782,5206938000142,,SPASMO-APOTEL 600/20MG INJ B/3,4146,5560,0
8170463,4046445860522,,SPASMOSYL S.INJ B/6,1628,2180,0
8150503,3000000221945,,SPASMOTROY 20MG/ML S.INJ /2,706,945,0
3285606,3400932856060,,"STAMARIL SER+FL 0,5ML B/1",7805,10465,0
2255750,9100000542791,,STAMARIL 10VIAL 10D+DIL,109842,147295,0
1091191,3000000271346,,STERITAX 1G/500 INJ+SOLV,1615,2165,0
2289743,3583316669316,,STIMOL A.BUV 10ML B/18     AFR,3853,5165,0
1908771,9100001908771,,SUGEST 100MG INJ B/5,6524,8750,0
1312271,3000000571118,,SUNAVEINE 120MG IV PDR INJ B/1,1614,2160,0
1312261,3000000571101,,SUNAVEINE 60MG IV PDR INJ B/1,949,1270,0
1882671,9100001882671,,"SYMECLAV INJ 1,2G B/1",977,1310,0
3102801,3400931028017,,SYNERGON AMP INJ 1ML B/3,1647,2205,0
8154748,3000000248614,,T-DOL 100MG IM IV S.INJ 2ML /2,964,1290,0
1761721,9100001761721,3000001191681.0,TABSUNATE 60MG INJ B/1,817,1095,0
1341011,9100001341011,,TAFUROS 10MG INJ B/10,2907,3900,0
1761711,9100001761711,,TAMCLAV 1.2G INJ B/1,1388,1860,0
1479481,9100001479481,,TAMOLGAN 1G INJ B/1,864,1160,0
5619000,3400956190003,,TAVANIC 5MG/ML INJ F/100ML,13118,17590,0
9001691,9100001145811,,TAXEFIM 1G/5ML AMP INJ B/1,3038,4070,0
1836191,9100001836191,,"TAXYRA 100MG/16,7ML INJ B/1",4115,5515,0
1836201,9100001836201,,TAXYRA 300MG/50ML INJ B/1,12667,16985,0
1267291,9100001267291,,"TAZOMED 4,5G INJ B/1",4794,6430,0
1479511,9100001479511,,TEFAXONE 1G IM/IV B/1,463,620,0
1847651,9100001847651,,TETANUS ANTITOX IG INJ B/10 TP,17132,22975,0
1685181,3000000213339,,TETAVIN SER ANTITETANIQ 1500UI,3373,4525,0
1328041,3990000002531,3990000002531.0,THERMODOL 1G SOL PERF FL/100ML,1273,1705,0
3107313,3400931073130,,TOTHEMA AMP.BUV 10ML B/20,3641,4880,0
2264016,9100000152341,,TRABAR 100MG AMP INJ B/5,2860,3835,0
1779181,9100001779181,,TRALIX 100 INJ AMP B/10,3603,4830,0
2284160,9100000570851,8082256.0,TRAMADIS 100MG/2ML AMP B/5,1963,2630,0
1298401,9100001298401,8452026.0,TRAMAFIL 100MG AMP INJ B/10,3603,4830,0
8112678,3000000092590,,TRAMAGEN INJ 100MG B/5,1963,2630,0
1643041,3000000877272,,TRANSIC 500MG/5ML INJ 5ML B/10,5263,7055,0
1049921,9100001049921,,TRANZ 500MG/5ML INJ B/1,1108,1485,0
8304432,9100000715941,,TRAXOL S.INJ 1G 10ML B/1,1341,1795,0
1553781,3000000677261,,TRENAXA 500MG/5ML SOL INJ FL/5,3495,4685,0
1710871,9100001710871,,TRIACEPHINE PH5 1G PSI IV B/1,3053,4090,0
1277851,3000000398234,,TRIAF 1G INJ B/1,1514,2030,0
2275333,9100000277341,,TRIAM DENK 40 INJ AMP B/10,7661,10270,0
1627551,9100001627551,3000000945704.0,TROUSSE SECOURS MAMILI,45607,0,2
8008952,9100000681521,8008952.0,"TROYNOXA 40MG/0,4ML SER PRE /1",2705,3625,0
8008946,9100000681511,8008946.0,"TROYNOXA 60MG/0,6ML SER PRE /1",3587,4810,0
3539550,3400935395504,,TUBERTEST SOL INJ DOSE /10,6274,8410,0
3398411,3400933984113,,"TYPHIM VI SER PRE 0,5ML B/1",7000,9390,0
1648701,9100001648701,,ULCELIX40 10ML INJ FL B/1,2199,2950,0
8437937,9100001010681,,ULZOCER 40MG INJ B/1,2760,3700,0
1624611,9100001624611,,UNITREXATE 500MG INJ B/1,5734,7690,0
1573271,9100001573271,,UNIZOLE 200MG INJ B/1,3085,4135,0
8110076,9100000770111,8076072.0,UPRAJECT 40MG INJ B/1,3900,5230,0
3289679,3400932896790,,UVIMAG B6 AMP BUV 10ML B/20,3438,4610,0
8107803,9100000781281,,"VACC HEPATIS B 0,5ML PED/1",1423,1910,0
8107737,9100000766201,,VACC HEPATITIS B AD 1 DOSE B/1,1896,2540,0
2264045,9100009566551,,"VACCIN VERORAB SER 0,5ML B/1",6539,8765,0
3006772,3400930067727,,"VAXIGRIP TETRA SER 0,5ML HN",7331,9830,0
1599551,9100001599551,,VINCRISTINE 1MG INJ B/1,1013,1360,0
1779411,9100001779411,,VINCRISTYRA 1MG INJ B/1,837,1120,0
3003805,3400930038055,,VIT K1 CHEPLA 10MG INJ BUV B/5,3987,5345,0
3012230,3400930122303,,VIT K1 CHEPLA 2MG INJ/BUV A/1,4248,5695,0
9888251,9100009888251,,VOGALENE AMP INJ 10MG/ML B/10,2187,2930,0
1552141,9100001552141,,VOMIRAN 4MG/2ML INJ B/5,8598,11530,0
1833051,3990000019782,,VOXAPARIN40 INJ SERPRE-REMP /1,2762,3700,0
1833061,3990000019799,,VOXAPARIN60 INJ SERPRE-REMP /1,3788,5080,0
8178128,3990000002524,3990000002524.0,"WELQUINE 0,5% SOL PERF FL100ML",3146,4215,0
1647471,9100001647471,,XENAMEX 100MG/ML INJ B/10,9633,12915,0
3377053,3400933770532,,XENETIX 300 INJ F/200ML,29017,38910,0
3377716,3400933777166,,XENETIX 300 INJ FL/100ML,15133,20290,0
3377685,3400933776855,,XENETIX 300 INJ FL/50ML,7671,10285,0
3377159,3400933771591,,XENETIX 350 INJ F/200ML,33935,45510,0
3377136,3400933771362,,XENETIX 350 INJ FL/100ML,17699,23735,0
3377113,3400933771133,,XENETIX 350 INJ FL/50ML,8934,11980,0
8098240,9100000692401,,XONE 1G INJ IM/IV PDR+SOLV10ML,1076,1440,0
3422397,3400934223976,,XYLOCAINE 1% SS CONS F/20ML,1068,1430,0
3422405,3400934224058,,XYLOCAINE 2% SS CONS F/20ML,1298,1740,0
8131836,3000000251898,3000000251898.0,ZAXTER 1G PDRE S.INJ IV B/1,7458,10000,0
8013077,9100000952651,8013077.0,ZAXTER 500MG PDRE S.INJ B/1,5214,6990,0
1425321,3990000008687,,ZEMILAST 500MG IV S.INJ 30ML,6015,8065,0
1610941,9100001610941,,ZEXIME 1G INJ B/1 KPHARM,692,930,0
8164126,3000000302002,3000000302002.0,ZIPIME 1G IM/IV P.INJ+SOLV B/1,1763,2365,0
3396381,3400933963811,,"ZOLADEX 10,8MG IMPLANT SER B/1",191464,229760,0
3293267,3400932932672,,"ZOLADEX 3,6MG IMPLANT KIT",79780,106985,0
8161151,9100000983351,,ZOLEDRO DENK 4MG/5ML INJ B/1,61914,83030,0
8064583,9100000780931,8064583.0,ZOUCEF 1G PDRE S.INJ+SOLV B/1,1766,2365,0
3363938,3400933639389,,ZOVIRAX INJ 500MG IV B/1,20416,27375,0
1599391,9100001599391,,5 FLUCEL 500MG INJ B/5,2022,2710,0
8144282,3000000205211,3000000205211.0,9 VIT INJ AMP 10ML B/1,1708,2290,0
8164675,3518646060717,,A CERUMEN SPR AURI COLOR 40ML,2516,0,2
1560711,3518646172519,,A CERUMEN UNIDOSE 2ML B/10 AFR,1557,0,2
3516715,3400935167156,,ACTISOUFRE BUC/NAS AER 100ML,3550,4760,0
8152293,3000000258460,3000000258460.0,"ALERCHEK 0,1% CY F/5ML",2671,3580,0
3469163,3400934691638,,"ALLERGIFLASH 0,05% CY B/10",3960,5310,0
2264134,9100000280751,2264134.0,ANGINOVAG AER F/10ML,1781,2385,0
3042565,3400930425657,,ANGISPRAY MAL GORGE F/40ML,6351,8515,0
3005328,3400930053287,3005328.0,ANTIBIO SYNALAR GTTE AUR /10ML,1253,1680,0
8072909,9100000562251,,APDROPS CY FL/3ML,1943,2605,0
1785151,3000001163916,,APDROPS CY FL/5ML,2159,2895,0
1786211,3000001163923,,APDROPS DX CY FL/5ML,2585,3465,0
1506051,3000000677438,,AQUALARM UD INTEN UNID B/30 AF,2925,0,2
1506061,3000000677445,3000000677445.0,AQUALARM UP INT SOL OPHT10MLAF,3878,0,2
8113548,4030571002888,,ARTELAC CY 10ML,2225,2980,0
3008456,3400930084564,,ATURGYL SOL NAS NEBUL F/15ML,954,1280,0
2087643,7640107850141,,AUDISPRAY AD SS GAZ SPR 50ML,5868,7865,0
4684685,7640107850622,,AUDISPRAY JUNIOR FL PULV 25ML,6690,8970,0
8597948,9100001207541,,AUGOCIN CY 10ML,689,920,0
2264223,9100000810101,,AUREOMYCINE 1% VALD OPH /5G,291,390,0
2027204,9100000817801,,AURIPAX GTTE AUR FL/15ML,1468,1965,0
3832244,3400938322446,,"AVAMYS 27,5MG SUSP NAS 120D MV",2618,3510,0
1167381,9100001167381,,AVAZIR CY FL/10ML,1465,1965,0
3912664,3400939126647,,AZARGA CY FL/5ML,10746,14410,0
3543497,3400935434975,,AZOPT 1% 10MG/10ML CY FL/5ML,8679,11635,0
3820382,3400938203820,,AZYTER 15MG/G CY UNIDOSE /6,3450,4625,0
7893455,3401078934551,,BABYSOIN SERUM PHY DOS B/20,1796,0,2
1747341,9100001747341,,BERTOCIL CY FL/5ML,2647,3545,0
8597960,9100001207551,,BETIMOL CY 5ML,684,915,0
3290458,3400932904587,3290458.0,"BETOPTIC 0,5% CY FL/3ML",2699,3615,0
8117486,9100000906181,3000000149591.0,BGLAU 2MG/ML CY FL/5ML,4763,6385,0
1835851,9100001835851,,BLASTYRA 10MG INJ B/1,4718,6325,0
4178048,3400941780486,,BORAX ZTV 60/90MG SOL OPH B/20,1436,1925,0
8109788,3000000014929,3000000014929.0,"BRIMO 0,2% CY F/5ML",4499,6030,0
8152436,3000000258491,,BRIMOCHEK T CY F/5ML,6663,8935,0
3895842,3400938958423,,"BRIMONIDINE MYL 0,2% FL/5ML",2221,2975,0
1553771,3000000696118,,BUNASE 200MCG SPR DOSE FL/200,3040,4075,0
2027090,9100001509761,,BUTO-ASMA AER 0.2% FL/200DOSES,2064,2765,0
8378790,9100000456661,8076445.0,CANDID COLLUTOIRE FL/15ML,1054,1410,0
1477651,9100001477651,,CARBOSOL CY FL/10ML,1329,1780,0
3578892,3400935788924,,CARTEOL LP 1% CY FL/3ML,4590,6155,0
3578952,3400935789525,,CARTEOL LP 2% CY FL/3ML,4590,6155,0
3600901,3400936009011,,CARTEOL LP 2% CY UNIDOSE B/30,5285,7085,0
3130594,3400931305941,,CATACOL POS CY FL/10ML,858,1150,0
3009263,3400930092637,,"CEBESINE 0,4% CY F/5ML",1407,1885,0
3379744,3400933797447,,"CELLUVISC 4MG CY 0,4ML UNID/30",2580,3480,0
2030181,9100001821681,2030181.0,CETRAXAL OTICO GTTE AURIC 10ML,3018,4045,0
2293963,9100000504941,,CETRAXAL PLUS GTTES AURIC,3437,4610,0
3021741,3400930217412,3021741.0,CHIBRO CADRON CY FL/5ML,1294,1735,0
3313225,3400933132255,3313225.0,CHIBROXINE CY FL/5ML,1747,2340,0
1747321,9100001747321,,CICLOPLECGICEDOL CY FL/5ML,3210,4305,0
3373753,3400933737535,,"CILOXAN 0,3% CY FL/5ML",2730,3660,0
2291579,9100000408091,,"CIPRO 0,3% 5ML COLLYRE",2774,3720,0
1179701,9100001179701,,CO-AVAZIR CY FL/5ML,1362,1825,0
1673241,9100001673241,3000001120094.0,CO-AVAZIR PDE OPH T/5G,2029,2720,0
3013285,3400930132852,,COLLYRE LAITER BLEU FL/10ML,1500,2010,0
3717224,3400937172240,,COMBIGAN COLLYRE F/5ML,4797,6430,0
8113956,4030571002987,,CORNEREGEL T/10G,1700,2280,0
1673251,9100001673251,3000001070191.0,CORNETEARS GEL OPHT T/10G,1558,2090,0
3194631,3400931946311,3194631.0,CORRECTOL CY FL/10ML,783,1050,0
3459176,3400934591761,,CROMOPTIC 2% CY F/10ML     AFR,2163,2900,0
2266044,9100000301771,,CROMSOL 2% FL/5ML,772,1035,0
3473265,3400934732652,,DACRYOSERUM SOL OCUL UNIDOS/20,4085,5475,0
3535606,3400935356062,,DERINOX SOL PULV NASALE 15ML,2313,3105,0
3029955,3400930299555,,DESOMEDINE CY FL/10ML,1220,1635,0
1330631,9100001330631,,DEXAFLOX OPHT SUSP FL/5ML,1597,2140,0
3747768,3400937477680,,"DEXAFREE CY 1MG/ML 0,4ML B/30",3404,4565,0
9000421,9100000909211,,DICLOCED CY 1% FL/10ML     AFR,3394,4550,0
1608951,3000000809129,3000000809129.0,DICLOWAL 4% PULV SPR FL/30ML,3673,4925,0
2299865,9100000772681,,DIFENASOL CY FL/5ML,782,1045,0
9029382,9100001673231,,DIFLUSTERO CY FL/5ML,3185,4270,0
8112224,3000000086056,,"DOLEX 0,1% CY FL/10ML",1740,2330,0
3757494,3400937574945,,"DUOTRAV 40MCG/ML CY 2,5ML",13936,18685,0
8117492,9100000906191,3000000148518.0,"EDOLFENE 0,3MG/ML CY FL/5ML",2748,3685,0
4465411,8027864060041,,EYESTIL+ CY FL/10ML,6860,9200,0
3355873,3400933558734,,FLIXONASE 50MCG NAS PULV/120DS,2480,3325,0
8117500,9100000906201,3000000148556.0,FLOXEDOL 3MG/ML GEL OPHT 10ML,3079,4125,0
2266475,9100000301781,,"FLOXSOL 0,3% CY FL/5ML",772,1035,0
8128455,3000000015049,,FLUCA CY F/5ML,2519,3375,0
3473495,3400934734953,3473495.0,FRAKIDEX CY FL/5ML,1191,1595,0
1573701,9100001573701,,GANVIR GEL OPHT FL/10G,4071,5460,0
8124813,9100000918441,,GATISTAR CY FL/5ML,1763,2365,0
3706829,3400937068291,,GELTIM LP 1MG CY UNID B/30,6059,8125,0
2295086,9100000372371,,"GENTAMICINE TONG CY 0,3 FL/5ML",453,605,0
1648471,9100001648471,3000001029793.0,"GENTASLOY COLLYRE 0,3% FL/5ML",494,665,0
2257507,9100000626991,,GENTASOL CY FL/5ML B/1,823,1100,0
3277972,3400932779727,,HEXASPRAY COLL HE BADIANE /30G,2189,2935,0
3050814,3400930508145,,HLE GOMENOLEE 2% 22ML,4757,6375,0
3050820,3400930508206,3050820.0,HLE GOMENOLEE 5% 22ML,1709,2290,0
3132765,3400931327653,,HUMEX COLLUT PRESS FL/35ML,1724,2310,0
8197060,3000000491997,3000000491997.0,"HYFRESH 0,2% SOL OPHT F/10ML",3029,4060,0
3419538,3400934195389,,"INDOCOLLYRE 0,1% CY FL/5ML",2107,2825,0
3464668,3400934646683,,"INDOCOLLYRE 0,1% UNIDOSE B/20",2106,2820,0
1585601,3000000792971,,"INDOFLAM 0,1% CY FL/5ML",1817,2435,0
8124836,9100000918451,,IOPROST CY FL/3ML,6045,8105,0
3325760,3400933257606,,ISOPTOPILOCARPINE 2% CY /10ML,1525,2045,0
8142188,9100000970131,,KOLICURE 40MG GTTE B/1,1118,1495,0
8073725,9100001087491,,"LACOMA CY 2,5ML",6611,8865,0
8073754,9100001087501,,"LACOMA T CY 2,5ML",7486,10040,0
3369651,3400933696511,,"LARMES ARTIFIC MART 1,4%CY10ML",901,1205,0
8142099,3000000183090,,"LATANO 0,005% CY FL/2,5ML",7611,10205,0
8197083,3000000183083,,"LATANOCOM CY FL/2,5ML",9054,12140,0
3473986,3400934739866,,"LEVOPHTA 0,05% CY FL/5ML",3542,4750,0
3593101,3400935931016,3593101.0,LIPOSIC GEL OPHT T/10G,1436,1925,0
1682321,3000000898789,,LITACOLD ISO AD SPR NAS 100ML,2823,0,2
2267109,9100000248981,5598195.0,LOXAIR 100MCG AER 200D,1953,2615,0
1330641,9100001330641,,LOXTRA OPH SUSP FL/5ML,2314,3100,0
1562072,9100001562072,,"LUBREX 0,5% CY FL/10ML",1850,2480,0
1666061,3000000867372,,"LUBRINEX 0,3% COLLYRE FL/10ML",1398,1875,0
3598529,3400935985293,,"LUMIGAN 0,1MG/ML CY FL/3ML",4845,6495,0
3592202,3400935922021,,"LUMIGAN 0,3MG/ML COLLYRE",7602,10190,0
2483881,9100001852701,,MALPHOS 50MCG SPR NASAL 12ML,6029,8085,0
1241981,3518646672118,,MARIMER BABY HYP SPRAY 100ML,2752,3690,0
1241971,3518646672101,,MARIMER BABY ISO SPRAY 100ML,2751,3685,0
8108458,3518646672095,,MARIMER HYPERTO SPR 100ML,2756,3695,0
1567261,3518646672088,,MARIMER ISO HYG NAS 100ML AFR,2754,3690,0
3065253,3400930652534,,MAXIDROL CY FL /3ML,1177,1575,0
8152583,3000000258538,,MO-FLOREN CY F/5ML,2142,2870,0
1395381,9100001395381,,MOMEX NASAL SPR 50MCG PULV/140,6038,8095,0
2673826,3400926738266,,"MONOPROST 50MCG/ML 0,2ML CY/30",7413,9940,0
3069498,3400930694985,3069498.0,"MYDRIATICUM 0,5% CY F/10ML",1278,1710,0
3397883,3400933978839,,"MYDRIATICUM 2MG/0,4ML CY B/20",4919,6595,0
3356358,3400933563585,,"NAABAK 4,9% CY FL/10ML",4285,5745,0
3356341,3400933563417,,"NAABAK 4,9% CY FL/5ML",2526,3385,0
8182213,3990000003101,3990000003101.0,NARISOL AD SPR NAS FL/10ML,1065,1425,0
8182207,3990000003095,3990000003095.0,NARISOL PED SPR NAS FL/10ML,851,1140,0
2284562,9100000340501,,NASAX 50MCG FL/100D,3458,4635,0
1744261,3000001119746,3000001119746.0,NASO B12 250MCG SPR NAS F/1,4740,6355,0
8732487,9100001721861,,NASOALDO 50MCG FL/140 DOSES,3827,5130,0
1893591,9100001893591,,NASONEX 50MCG NAS 60DOS FL/1,4209,5640,0
2292774,9100000772671,8074021.0,NEOMDEXSOL CY FL/5ML,696,930,0
2292194,9100000408081,,NEOPRED CY 5ML,1716,2300,0
3217214,3400932172146,,NEOSYNEPHRINE FAURE 10% CY/5ML,1533,2055,0
1489281,9100001489281,,"NEOTISON 27,5MCG SPR NAS 120D",2015,2700,0
8152956,3000000282984,,"NEUCIPRO GTTE OREIL 0,3% F/5ML",966,1295,0
8479491,9100001573711,,NEVXAL CY FL/5ML,1716,2300,0
2284591,9100000380221,,"NORMOPTIC 0,50% CY FL/5ML",1331,1785,0
1638401,3000000849316,3000000849316.0,"NOSIL AD 0,1% GTTE NAS F/10ML",840,1125,0
1638411,3000000849309,3000000849309.0,"NOSIL ENF 0,05% GTE NAS F/10ML",746,1000,0
3398635,3400933986353,,OFLOCET GTT AUR UNIDOS/20,3592,4815,0
1179911,9100001179911,,OFUSIDIC 1% CY F/5G,1989,2665,0
8123506,3000000015117,3000000015117.0,"OLOPAT 0,1% CY F/5ML",3278,4395,0
3598972,3400935989727,,OPATANOL 1MG/ML CY F/5ML,3183,4265,0
8123245,9100000916081,,OPHTACINE CY FL/5ML,939,1255,0
8111644,3000000015179,3000000015179.0,"OPTICIN 0,3% CY F/5ML",1868,2505,0
3202980,3400932029808,,OPTICRON 2% CY FL/5ML,2217,2970,0
8111650,3000000015162,3000000015162.0,OPTIDEX T CY F/5ML,1938,2595,0
8116570,3000000015155,3000000015155.0,OPTIFLOX CY F/5ML,1076,1440,0
8116593,3000000015124,3000000015124.0,OPTIPRED 1% CY F/5ML,1213,1625,0
8124842,9100000918471,3000000161289.0,ORCHAPRED GEL OPHTA FL/5G,1979,2650,0
8479516,9100001573721,,ORCHAZID CY UNID B/30,2811,3770,0
